"SL","MEAN","SD","CV"
"SL1",23.7333333333333,3.6686055479796,15.4576076459814
"SL2",35.2833333333333,2.23375617887599,6.33091028495793
"SL3",21.3833333333333,2.30687378646225,10.7881860629567
"SL4",18.8833333333333,1.8126407991289,9.59915692389533
